taglank,tagslag,plandatumtid,utfdatumtid,tidsavvikelse,riktningny,plats,platssignatur,latitud,longitud,antal_orsakskravande_merforseningar,registrerad_merforsening,orsakskod,niva1,niva1kod,niva2,niva2kod,niva3,niva3kod,vfran,vtill,tagnr,annonserat_tagnr,avtalspart,utf_aktor
20240410815,GT,2024-04-10 23:22:00,2024-04-10 22:58:00,-24,Avgång,Jonsered Västra,Jv,57.749846131644,12.173623404806,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:23:00,2024-04-10 22:59:00,-24,Avgång,Jonsered östra,J,57.751211548547,12.19217610578,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:25:00,2024-04-10 23:01:00,-24,Avgång,Aspen,Apn,57.754422054421,12.240512226675,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:26:00,2024-04-10 23:01:00,-25,Avgång,Aspedalen,Asd,57.762478064259,12.258478349733,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:27:00,2024-04-10 23:02:00,-25,Avgång,Lerum,Lr,57.76940162823,12.272803970853,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:31:00,2024-04-10 23:05:00,-26,Ankomst,Stenkullen,Sn,57.791737150892,12.314619854101,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:41:00,2024-04-10 23:04:00,-37,Avgång,Stenkullen,Sn,57.791737150892,12.314619854101,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:44:00,2024-04-10 23:07:00,-37,Avgång,Floda,Fd,57.81000255389,12.361481813549,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:48:00,2024-04-10 23:15:00,-33,Avgång,Norsesund västra,Ndv,57.858782504793,12.433845167966,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:48:00,2024-04-10 23:16:00,-32,Avgång,Norsesund,Ns,57.861336645898,12.438839347672,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:51:00,2024-04-10 23:18:00,-33,Avgång,Västra Bodarna,Vbd,57.887564063098,12.474109686003,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:52:00,2024-04-10 23:19:00,-33,Avgång,Bryngenäs,Bgs,57.897760381599,12.487553814658,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-10 23:55:00,2024-04-10 23:22:00,-33,Avgång,Alingsås,A,57.926905167417,12.532185446103,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:01:00,2024-04-10 23:31:00,-30,Avgång,Algutsgården,Agg,57.988136295037,12.651869960093,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:08:00,2024-04-10 23:39:00,-29,Avgång,Vårgårda,Vgå,58.031143568217,12.809253548431,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:14:00,2024-04-10 23:47:00,-27,Avgång,Herrljunga västra,Hrv,58.079057002365,13.020948677544,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:16:00,2024-04-11 00:18:00,2,Avgång,Herrljunga central,Hrc,58.079057002365,13.020948677544,0,2.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:23:00,2024-04-11 00:29:00,6,Avgång,Källeryd,Kä,58.114637791752,13.193576737105,1,4.0,FTF 01,Följdorsaker,F,Tågföring,TF,Möte/Korsande tågväg,01,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:28:00,2024-04-11 00:34:00,6,Avgång,Floby,Fby,58.138743611459,13.332227206158,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:38:00,2024-04-11 00:47:00,9,Ankomst,Falköpings c,F,58.175743836385,13.552006166893,1,3.0,JPS 01,Järnvägsföretag,J,Personal,PS,Förarpersonal,01,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:53:00,2024-04-11 00:47:00,-6,Avgång,Falköpings c,F,58.175743836385,13.552006166893,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 00:55:00,2024-04-11 00:49:00,-6,Avgång,Falköpings norra,Fn,58.195118940153,13.577451777392,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:03:00,2024-04-11 00:57:00,-6,Avgång,Stenstorp,Ss,58.27291618201,13.712659753489,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:07:00,2024-04-11 01:05:00,-2,Avgång,Regumatorp,Rmtp,58.317033122887,13.790299404437,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:13:00,2024-04-11 01:30:00,17,Avgång,Skövde c,Sk,58.389037124246,13.851859920356,1,17.0,DTT -,Driftledning,D,Misstänkt fel i körplan/felplanering,TT,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:22:00,2024-04-11 01:39:00,17,Avgång,Väring,Vä,58.511465339891,13.959383081134,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:30:00,2024-04-11 01:47:00,17,Avgång,Moholm,Mh,58.607131687725,14.040189096627,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:37:00,2024-04-11 01:56:00,19,Avgång,Töreboda,T,58.704573120797,14.127171273142,0,2.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:42:00,2024-04-11 02:04:00,22,Avgång,Slätte,Sle,58.764409564141,14.200876963921,1,3.0,DTT -,Driftledning,D,Misstänkt fel i körplan/felplanering,TT,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:46:00,2024-04-11 02:08:00,22,Avgång,Älgarås,Äl,58.813522272116,14.255408725647,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:51:00,2024-04-11 02:13:00,22,Avgång,Gårdsjö,Gdö,58.872130484702,14.333802381332,0,0.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
20240410815,GT,2024-04-11 01:56:00,2024-04-11 02:19:00,23,Avgång,Finnerödja,Fa,58.926191502544,14.44291591479,0,1.0,-- -,-,-,-,-,-,-,GSH,FOK,30124,-,Tågfrakt Produktion i Sverige AB,Tågfrakt Produktion i Sverige AB
202404108173,GT,2024-04-10 22:00:00,2024-04-10 22:30:00,30,Ankomst,Herrljunga central,Hrc,58.079057002365,13.020948677544,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 22:13:00,2024-04-10 22:29:00,16,Avgång,Herrljunga central,Hrc,58.079057002365,13.020948677544,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 22:24:00,2024-04-10 22:38:00,14,Avgång,Källeryd,Kä,58.114637791752,13.193576737105,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 22:30:00,2024-04-10 22:59:00,29,Avgång,Floby,Fby,58.138743611459,13.332227206158,1,15.0,FAT -,Följdorsaker,F,Stört av annat tåg,AT,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 22:40:00,2024-04-10 23:11:00,31,Ankomst,Falköpings c,F,58.175743836385,13.552006166893,0,2.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 22:43:00,2024-04-10 23:10:00,27,Avgång,Falköpings c,F,58.175743836385,13.552006166893,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 22:48:00,2024-04-10 23:12:00,24,Ankomst,Falköpings norra,Fn,58.195118940153,13.577451777392,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 22:57:00,2024-04-10 23:12:00,15,Avgång,Falköpings norra,Fn,58.195118940153,13.577451777392,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:06:00,2024-04-10 23:22:00,16,Avgång,Stenstorp,Ss,58.27291618201,13.712659753489,0,1.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:11:00,2024-04-10 23:27:00,16,Avgång,Regumatorp,Rmtp,58.317033122887,13.790299404437,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:16:00,2024-04-10 23:40:00,24,Avgång,Skövde c,Sk,58.389037124246,13.851859920356,1,8.0,FAT -,Följdorsaker,F,Stört av annat tåg,AT,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:25:00,2024-04-10 23:49:00,24,Avgång,Väring,Vä,58.511465339891,13.959383081134,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:33:00,2024-04-10 23:58:00,25,Avgång,Moholm,Mh,58.607131687725,14.040189096627,0,1.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:40:00,2024-04-11 00:08:00,28,Avgång,Töreboda,T,58.704573120797,14.127171273142,1,3.0,FAT -,Följdorsaker,F,Stört av annat tåg,AT,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:45:00,2024-04-11 00:15:00,30,Avgång,Slätte,Sle,58.764409564141,14.200876963921,0,2.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:49:00,2024-04-11 00:20:00,31,Avgång,Älgarås,Äl,58.813522272116,14.255408725647,0,1.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:54:00,2024-04-11 00:26:00,32,Avgång,Gårdsjö,Gdö,58.872130484702,14.333802381332,0,1.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-10 23:59:00,2024-04-11 00:33:00,34,Avgång,Finnerödja,Fa,58.926191502544,14.44291591479,0,2.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-11 00:10:00,2024-04-11 00:43:00,33,Avgång,Laxå,Lå,58.988919108157,14.614602705156,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-11 00:14:00,2024-04-11 00:49:00,35,Avgång,Linddalen,Lln,59.011397052314,14.769071049972,0,2.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-11 00:18:00,2024-04-11 00:55:00,37,Avgång,Vretstorp,Vt,59.021581709965,14.864881642281,0,2.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-11 00:22:00,2024-04-11 01:01:00,39,Avgång,Östansjö,Öj,59.045628998774,14.981333749593,0,2.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-11 00:24:00,2024-04-11 01:04:00,40,Avgång,Tälle,Täl,59.050173120743,15.019017336807,0,1.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108173,GT,2024-04-11 00:28:00,2024-04-11 01:05:00,37,Ankomst,Hallsbergs rangerbangård,Hrbg,59.058656562317,15.059332683087,0,0.0,-- -,-,-,-,-,-,-,SÄR,HRBG,34560,-,Green Cargo AB,Green Cargo AB
202404108193,GT,2024-04-10 22:13:00,2024-04-10 22:45:00,32,Avgång,Hallsbergs pbg,Hpbg,59.067109056171,15.11124780146,1,32.0,IFK 03,Infrastruktur,I,Framkomlighet i spår pga. väder,FK,Träd,03,HRBG,MGB,59831,-,Green Cargo AB,Green Cargo AB
202404108200,GT,2024-04-11 00:44:00,2024-04-11 00:23:00,-21,Avgång,Olskroken,Or,57.718427411032,11.998780168713,0,0.0,-- -,-,-,-,-,-,-,ÄH,GSV,59450,-,Green Cargo AB,Green Cargo AB
202404108200,GT,2024-04-11 00:51:00,2024-04-11 00:25:00,-26,Ankomst,Göteborg Kville,Gk,57.727299369549,11.982571927041,0,0.0,-- -,-,-,-,-,-,-,ÄH,GSV,59450,-,Green Cargo AB,Green Cargo AB
202404108243,GT,2024-04-11 01:37:00,2024-04-11 00:43:00,-54,Ankomst,Göteborg Kville,Gk,57.727299369549,11.982571927041,0,0.0,-- -,-,-,-,-,-,-,KIL,SÄR,56557,-,Green Cargo AB,Green Cargo AB
202404108243,GT,2024-04-11 01:47:00,2024-04-11 00:48:00,-59,Avgång,Göteborg Kville,Gk,57.727299369549,11.982571927041,0,0.0,-- -,-,-,-,-,-,-,KIL,SÄR,56557,-,Green Cargo AB,Green Cargo AB
202404108243,GT,2024-04-11 01:52:00,2024-04-11 00:54:00,-58,Avgång,Göteborg Lindholmen,Gli,57.711604489489,11.937966032213,0,0.0,-- -,-,-,-,-,-,-,KIL,SÄR,56557,-,Green Cargo AB,Green Cargo AB
202404108243,GT,2024-04-11 01:55:00,2024-04-11 00:56:00,-59,Avgång,Pölsebo,Pöb,57.69954066528,11.899147135769,0,0.0,-- -,-,-,-,-,-,-,KIL,SÄR,56557,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:04:00,2024-04-10 22:01:00,-3,Avgång,Stenstorp,Ss,58.27291618201,13.712659753489,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:08:00,2024-04-10 22:05:00,-3,Avgång,Regumatorp,Rmtp,58.317033122887,13.790299404437,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:14:00,2024-04-10 22:10:00,-4,Avgång,Skövde c,Sk,58.389037124246,13.851859920356,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:23:00,2024-04-10 22:23:00,0,Avgång,Väring,Vä,58.511465339891,13.959383081134,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:30:00,2024-04-10 22:32:00,2,Avgång,Moholm,Mh,58.607131687725,14.040189096627,0,2.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:39:00,2024-04-10 22:39:00,0,Ankomst,Töreboda,T,58.704573120797,14.127171273142,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:52:00,2024-04-10 22:39:00,-13,Avgång,Töreboda,T,58.704573120797,14.127171273142,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 22:58:00,2024-04-10 22:45:00,-13,Avgång,Slätte,Sle,58.764409564141,14.200876963921,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:02:00,2024-04-10 22:49:00,-13,Avgång,Älgarås,Äl,58.813522272116,14.255408725647,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:07:00,2024-04-10 23:11:00,4,Avgång,Gårdsjö,Gdö,58.872130484702,14.333802381332,1,4.0,DPR 03,Driftledning,D,Prioritering,PR,Operativ prioritering,03,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:12:00,2024-04-10 23:18:00,6,Avgång,Finnerödja,Fa,58.926191502544,14.44291591479,0,2.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:22:00,2024-04-10 23:26:00,4,Avgång,Laxå,Lå,58.988919108157,14.614602705156,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:27:00,2024-04-10 23:31:00,4,Avgång,Linddalen,Lln,59.011397052314,14.769071049972,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:30:00,2024-04-10 23:37:00,7,Avgång,Vretstorp,Vt,59.021581709965,14.864881642281,1,3.0,IBÖ 01,Infrastruktur,I,Banöverbyggnad,BÖ,Spår,01,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:35:00,2024-04-10 23:41:00,6,Avgång,Östansjö,Öj,59.045628998774,14.981333749593,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:36:00,2024-04-10 23:44:00,8,Avgång,Tälle,Täl,59.050173120743,15.019017336807,0,2.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108281,GT,2024-04-10 23:40:00,2024-04-10 23:46:00,6,Ankomst,Hallsbergs rangerbangård,Hrbg,59.058656562317,15.059332683087,0,0.0,-- -,-,-,-,-,-,-,UV,HRBG,54654,-,Green Cargo AB,Green Cargo AB
202404108293,GT,2024-04-10 22:05:00,2024-04-10 21:55:00,-10,Avgång,Kilsmo,Km,59.065691494227,15.535659050916,0,0.0,-- -,-,-,-,-,-,-,TM,HRBG,34469,-,Green Cargo AB,Green Cargo AB
202404108293,GT,2024-04-10 22:12:00,2024-04-10 22:02:00,-10,Avgång,Pålsboda,På,59.063873125353,15.340060301074,0,0.0,-- -,-,-,-,-,-,-,TM,HRBG,34469,-,Green Cargo AB,Green Cargo AB
202404108293,GT,2024-04-10 22:22:00,2024-04-10 22:12:00,-10,Avgång,Hallsbergs pbg,Hpbg,59.067109056171,15.11124780146,0,0.0,-- -,-,-,-,-,-,-,TM,HRBG,34469,-,Green Cargo AB,Green Cargo AB
202404108293,GT,2024-04-10 22:28:00,2024-04-10 22:14:00,-14,Ankomst,Hallsbergs rangerbangård,Hrbg,59.058656562317,15.059332683087,0,0.0,-- -,-,-,-,-,-,-,TM,HRBG,34469,-,Green Cargo AB,Green Cargo AB
202404108320,GT,2024-04-11 01:50:00,2024-04-10 23:54:00,-116,Avgång,Hallsbergs pbg,Hpbg,59.067109056171,15.11124780146,0,0.0,-- -,-,-,-,-,-,-,BLGC,HRBG,55771,-,Green Cargo AB,Green Cargo AB
202404108320,GT,2024-04-11 01:56:00,2024-04-10 23:56:00,-120,Ankomst,Hallsbergs rangerbangård,Hrbg,59.058656562317,15.059332683087,0,0.0,-- -,-,-,-,-,-,-,BLGC,HRBG,55771,-,Green Cargo AB,Green Cargo AB
202404108372,GT,2024-04-10 22:40:00,2024-04-10 22:24:00,-16,Avgång,Hallsbergs pbg,Hpbg,59.067109056171,15.11124780146,0,0.0,-- -,-,-,-,-,-,-,GÄB,HRBG,55861,-,Green Cargo AB,Green Cargo AB
202404108372,GT,2024-04-10 22:46:00,2024-04-10 22:26:00,-20,Ankomst,Hallsbergs rangerbangård,Hrbg,59.058656562317,15.059332683087,0,0.0,-- -,-,-,-,-,-,-,GÄB,HRBG,55861,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:04:00,2024-04-10 22:42:00,38,Avgång,Väring,Vä,58.511465339891,13.959383081134,1,11.0,IBÖ 02,Infrastruktur,I,Banöverbyggnad,BÖ,Spårväxel,02,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:14:00,2024-04-10 22:59:00,45,Avgång,Skövde c,Sk,58.389037124246,13.851859920356,1,7.0,IBÖ 02,Infrastruktur,I,Banöverbyggnad,BÖ,Spårväxel,02,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:21:00,2024-04-10 23:07:00,46,Avgång,Regumatorp,Rmtp,58.317033122887,13.790299404437,0,1.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:26:00,2024-04-10 23:12:00,46,Avgång,Stenstorp,Ss,58.27291618201,13.712659753489,0,0.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:41:00,2024-04-10 23:22:00,41,Ankomst,Falköpings norra,Fn,58.195118940153,13.577451777392,0,0.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:46:00,2024-04-10 23:30:00,44,Avgång,Falköpings norra,Fn,58.195118940153,13.577451777392,1,3.0,IBÖ 02,Infrastruktur,I,Banöverbyggnad,BÖ,Spårväxel,02,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:49:00,2024-04-10 23:38:00,49,Avgång,Falköpings c,F,58.175743836385,13.552006166893,1,5.0,IBÖ 02,Infrastruktur,I,Banöverbyggnad,BÖ,Spårväxel,02,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 22:58:00,2024-04-10 23:49:00,51,Avgång,Floby,Fby,58.138743611459,13.332227206158,0,2.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:04:00,2024-04-10 23:55:00,51,Avgång,Källeryd,Kä,58.114637791752,13.193576737105,0,0.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:11:00,2024-04-11 00:14:00,63,Avgång,Herrljunga central,Hrc,58.079057002365,13.020948677544,1,12.0,IBÖ 02,Infrastruktur,I,Banöverbyggnad,BÖ,Spårväxel,02,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:14:00,2024-04-11 00:19:00,65,Avgång,Herrljunga västra,Hrv,58.079057002365,13.020948677544,0,2.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:20:00,2024-04-11 00:29:00,69,Avgång,Vårgårda,Vgå,58.031143568217,12.809253548431,1,4.0,IBÖ 02,Infrastruktur,I,Banöverbyggnad,BÖ,Spårväxel,02,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:26:00,2024-04-11 00:36:00,70,Avgång,Algutsgården,Agg,57.988136295037,12.651869960093,0,1.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:33:00,2024-04-11 00:43:00,70,Avgång,Alingsås,A,57.926905167417,12.532185446103,0,0.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:36:00,2024-04-11 00:46:00,70,Avgång,Bryngenäs,Bgs,57.897760381599,12.487553814658,0,0.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:37:00,2024-04-11 00:48:00,71,Avgång,Västra Bodarna,Vbd,57.887564063098,12.474109686003,0,1.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:40:00,2024-04-11 00:50:00,70,Avgång,Norsesund,Ns,57.861336645898,12.438839347672,0,0.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
202404108383,GT,2024-04-10 23:40:00,2024-04-11 00:51:00,71,Avgång,Norsesund västra,Ndv,57.858782504793,12.433845167966,0,1.0,-- -,-,-,-,-,-,-,HRBG,SÄR,55759,-,Green Cargo AB,Green Cargo AB
